username,tweet
@fatguythe, *sings Careless Whisper to broken 7 year old flip flop on the way to the trash
@femaIes," ""nah go talk to ur hoes since u dont wanna text back n shit"" http"
@femaIes, I swear &#128514; we in this forever now bitch http
@femaIes," a girl tweeted ""you might be ghetto if u bring food from outside into the movies"""
@femaIestweets," ""nah go talk to ur bitch since she yo crush n shit"" http"
@femaleproblems, u may think im a bitch but as soon as you get to know me u realize that first impressions are right and i am a bitch
@fernando_822," Rockin', rollin', swaggin' to the max"
@fernvndooo," u do realize when you say ""OMG MY EX DOWNGRADED LOL XDDD"" it makes you seem like a creepy little cunt that can't seem to de&#8230;"
@fields_devante, @whiteangelss84 now let's get onto you .. you slingy dingy ugly salamander lookin bitch I will not waist my time tweeti&#8230;
@fierce_swagg, Unfollow me bitch. I won't cry about it. &#128536;&#128536;
@finlife54, @Vontey_isa_boss &#127797; bitch lol
@firemunky, RIP Tom Foley
@firmeprincess, &#8220;@KizzyGotDaJUICE
@fitemeirl1v1, Lol everyone's a lil bitch
@flavorpill, Why Tori Amos matters now more than ever http
@flemingryan5, @SavannaaSanford hoe
@fletchworld73, Pulled a dead bird from my garden. 
@flygurlWilliams, If yo bitch only fucking with you bcuz of your money chances are any nigga with some money can fuck her?&#128563;
@foodbibIe, Oreo Cheesecake Bars http
@foodbibIe, Oreo Cheesecake http
@frankieboyle," You can ask yourself if you trust Clegg, Cameron and Miliband, or you can vote Yes and never think about the cunts ever a&#8230;"
@frankthetank215, There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball
@freckle_juice," if a ""man"" tells you he doesn't eat pussy &amp;expects to have sex, just laugh. laugh as u put your clothes on, laugh as u g&#8230;"
@freexvidi, fake ass bitches bruh LOL &#128553;
@from_Hadria, When you listening to a bitch complaining about a nigga that ain&#8217;t even hers. http
@froxgawd, tf is a baby goal? bitch u gone have what you gone have. RT @missloloko
@fucktheseHOES__, Hate a bitch that run her mouth .
@fuhnance, rule #8- do pussy ass shit sometimes. like write her love notes. write long paragraphs about how you've never felt this way b&#8230;
@fukkitsbrittney, @AustinBedsaul is so wise yet so young. Thank you for listening to me bitch &#10084;&#65039;
@funkQdelic_ACE, Waka Flaka a lucky retard lol
@funnyorfact," If I was stranded on an island and could only bring one thing, I would bring Dora. That bitch has everything in that fu ..."
@funnyorfact," Real friends don't get offended when you call them bitch, hoe or slut. They smile and call you something more offensive.."
@fvckteej, I feel like eating pussy right fucking now
@fvckzaina, The only D yah bitches should be thirsty for http
@fvtboy," Half the bitches that say tfti , wouldn't even go I bet."
@fvxkcollin, pussy so good had to save that shit for later &#128514;&#128514; https
@fvxxk, A female will automatically assume you have hoes if she finds you attractive. &#128543;
@fxckabbie, Like I know I can be a bitch sometimes but some people need to know their levels
@gaaybriel, I love pussy &#128523;&#128069;&#128166;&#128166;&#128049;
@gab_mccarthy, @rosestokoe @JuliaMarie892 @_suline @violetethompson @CAmatuzzo but then there's the yellow writing on the black jerse ...
@gabalini, @LifeNewsHQ not surprised stupid bitch@Jane Fonda #American troops Vietnam
@gabrielleheaton, I see the same hoes&#128064;
@gamma_ray239," The wicked witch of the east is DONE!!!! NOW, send that vile bitch to Syria http"
@gatorhoops, Ill-advised slant call there.
@geechiegal843, I act like ion ee kno dat bitch &#128129;&#128526;
,
@gferguson8, @KoredeB9 @MSoltan18 @WBDyllon_ trash
@gferguson8, @MSoltan18 @WBDyllon_ @KoredeB9 Messi is trash
@ghettobird1er, Yo bitch givin me head while I watch Good Burger.
@ghostattics," ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN"""
@gillis_seth, Went to both lunches because of your bitch ass &#128530; @Trentdamanz
@ginadeb0," But I ain't mad at her prejudice dad, that's the best damn pussy I ever had!!"
@gioisblack, Goodbye you faggot http
@girlposts, i hate when netflix stop &amp; asks if im still watchin like yes u think i got up &amp; started doin somethin with my life bitch put&#8230;
@girlposts, my hobbies include being a sarcastic bitch and that&#8217;s it
@glowstruck, I think pats trying to say his pussy is too bombed....idk
@gmaslsk," Oh BO-stop with the speech-like you give one tinkers damn about the kids,the poor,any of the crap you are spouting-you've prov&#8230;"
@gnuts_2," RT""@Ashspeaks_"
@goddesslaney," @lajouetreine if you give that statement any thought at all you will realize it makes no sense. At all. Please, think abo&#8230;"
@godlevelshit510, Why Adonnis look like he bout to sell the most ghetto used cars of 2014 ? http
@godsgracelove," #15ThingsILove When he wraps his arms around my waist while I'm making dinner, yellow roses, pearls, Anything COACH a ..."
@gojackets973, @WesDurham its the start of another yellow jacket season tonight!!! How about a RT for ALL the Jacket Fans!!! #GTVT1 ...
@goodmanwood, Rise+Rhyme #snowpatricksday @busboysandpoets
@gordonshuckrow," Can you call someone a racist, then call them ""white bitch"" in the same sentence without losing credibility? @Franchein&#8230;"
@gorgeous__gab, People person so you know lil gabby got hoes &#128129;
@gorgeouss_kee, @joytooawesome @vintage_monroe_ &#128528; bitch.... Yall relationship ain't shit but a theory
@gotmollylove," girls really be comfortable with they dudes addressing them as ""they bitch"" I'm sorry but that will never fly with me."
@govs310, You shouldn't bitch about anything until you're in a 21 person group chat
@granniewinkle," bow down to me bitches, i am your chief http"
@grannywinkle," girls, don't let a guy treat you like a yellow starburst"
@greco_joel, Me
@green_eyed_doll, The birds outside my bedroom window have way too much to talk about for first thing in the morning! Mrrrrrrr....
@greyyygoose, @marsvalo @Cheesus85 shut up bitch lol
@grind2times, I don't think I even been in a real relationship...i thought they was real but they were just trash
@grindingdude, #13Hours of hell. Obama flat out lied to get reelected. #killery &lt;What diff does it make now? 
@guardian_sport, World Cup 2014 diary
@gucci10I7, side hoes shall only eat side dishes fo ye are what ye eats
@guccii1017, wtf was drake asking us to pull over so he can get my autograph bitch I&#8217;m scheelp fuck you drake http
@gullymackNC, Im just ready to get engaged so I can meet the new wave of ain't shit bitches outchea. http
@guypbenson," Confused. Are lefties using the #Bridgeghazi hashtag to mock the bridge situation as frivolous, or seriously equating the t&#8230;"
@halfricannnnn, Me and @Vin17Bricksquad are in our yellow submarine rn.. &#127754;
@halfricannnnn, nigger
@hanginwitcoop, &#128514;&#128514;&#128514;&#128514; RT &#8220;@Peso_Peso_Peso
@harmon_lauren, Jenna's a faggot
@harrryaf, being a good citizen picking up trash (
@hash_no_tags, bitches be handin' out neck like free chinese food samples at the mall and go to bed every night wondering why they ain't&#8230;
@hawaiinshirts, &#8220;@sufaj32
@hawkblogger," The AFC was trash last season, especially the AFC South. Jags could make a playoff push if they have a great draft. Not jo&#8230;"
@hayes2345, Cleveland nigga I'm fly We switcharoo bitches no lie
@hayybacon, &#8220;@phizzyph0
@haztv, Stop forcing ya kids to take these pictures u trying to trap niggas online wit u funky hoes
@hennhenn430, Happy Halloween bitches &#128536; katiedodds15 #halloween #CLE http
@heyamandakrebs, I bet there are hella rednecks who just got super pissed at that Coke commercial
@heyitskitten, I'm honestly surprised some of u guys have ever seen a pussy
@heypoopbutt, Show me your pussy.
@hiagokoury, Lmao what my nigga just told me &#128514;&#128514;&#128514;hoes these days... They lovin the crew gd
@hidalgoparadise, @D_41395 nigguh waldo had chipotle waiting for him at his house lucky soab lol
@hiiighem143," ""@Ugh_Sickoe"
@hiiphop, I still ain't got the time for a bitch to be acting iffy &#128073;&#128073;&#128073;
@hilaryde92, Always a fat bitch in the handicap spot but never a dude in a wheelchair.
@hildismom, MT @jjauthor
@hippiescrub, egg avi in my mentions with 0 followers pussy bo dont want war .
@hippiescrub, yaaas bitch yaas u so hot bitch yaaas @WhereYoHussleAt
@hiteshrangra," Sonia never criticises @ArvindKejriwal . Kejriwal, who trashes every other leader, never criticises Sonia. Touching. #YoK&#8230;"
@hittsblunt, *hits blunt*
@hmianturner, so yeah @Tronkitty is the fucking best and I would really hate living if I didn't know her. My bad bitch appreciation pos&#8230;
@ho3micide, Morgan Park kids like to pop fire crackers in the school now
@hoadie1006, #vermontgirlsbelike my hick accent comes out when I get around my family #vermontproblems @THISISVT
@hodgeasia, All the bitches who called me a hoe in high school got like 2-3 kids now..
@hoes, Emma Watson #TheOscars2014 &#128515;&#128515; http
@hoes, Emma Watson http
@hoes, RT if you'd marry Scarlett Johansson http
@hoes, Scarlett Johansson http
@hoesLOVEkitty, chicks think that having sex with a guy for months automatically makes him their boyfriend .. bitch did you ask him? &#128514;
@hoez4sale, Lmao they all trash before &amp; after &#128530;&#128557;
@hollisbiggs," based on my Starbucks drink choices, I admit that I am in fact a basic bitch."
@hollygolawly, Can't wait to eat #metropole @21cCincinnati and see my @21cLouisville friends! Bring on those damn yellow penguins!#ro ...
@hollyrpeete," #FarewellCaptain ""@espn"
@hollywood_trey, fuck that. she better laminate my face. RT @RichHomieRoya
@hotmessundergrd, Things to remember
@hotwata, &#8220;@VSamone
@hspiotta_21, c is for cunt
@huner5150, All these hoes always talkin shit about there guy. Look bitch if your gonna talk shit to me I'll be happy to smack you in yo&#8230;
@i0beyJBieb," @bodycxunt @tuscanjustins No, you're a nigger, go pick my cotton"
@i8UrBitch, you ex bitches need to realize . http
@iAMxJONES, I know where I would be tonight if I was in #ATL #MansionElan I can bet that bitch gone be lit tonight &#128293;&#128293;
@iAintAsianTho, you see her nudes? she must have beat her own pussy up RT @DonDippa
@iAintGottaRap, Ead RT @Fat_Rell
@iAmBitchassness, I'm not telling you to like Al Green or Otis Redding! Stop missing the point. Just don't call them trash &amp; tell me you&#8230;
@iAmBitchassness," stop fucking calling these legends trash. Cuz the top artists of our generation ""take"" from the legends."
@iAmDaHarper, he's saying...he doesn't discriminate. he like darkskin hoes he like lightskin hoes he like Asians. as long as they bad.
@iAmEastAtlanta," Don't be sorry hoe, Be Careful"
@iAmKilo_Bae," Its 2 things in this world that I aint seen, thats a UFO &amp; a bitch that I need !!"
@iAmLekan_, Lmaoo nigger is scared &#128540; &#8220;@Damolabond
@iAmScottyBravo," I hate when old bitches&#128117; wear clothes these young hoes be wearing&#128135;&#128089;&#128096;, like stay yo ass&#9995;&#128530; in yo age group"
@iAmTahyi_Tho, I hate when bitches twerk to slow songs !!! &#128530;&#128074;&#128162;
@iAmYalanda, I need some phenomenal head. Like someone who was born and breed to eat pussy. Someone who is an adept when it cums to tong&#8230;
@iAm_Sashaa, @1stBlocJeremiah corny ass hoes always got my name in they mouth.
@iAm_Sashaa, get with the winning team hoe &#128523;
@iBChrisMoses, that bitch Lebron counted to like 6 he ain&#8217;t eem give Miami 6 yrs &#128514;&#128514;&#128514;
@iBYEpassDesHOES, Why do hoes always want to come bacc when they didn't have to leave in the first place?
@iBaneXx," @ShinSnipes Thanks for being black, in darth, and now 17 years old you kinky hentai son of a bitch"
@iBeZo, Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.
@iCARLEYBBY, &#8220;@LexLuthorDaKing
@iCuffHoodrats, My next bitch gotta take me out just because....
@iCumNpeace, Niggas talk more than bitches these days...
@iCumYouLeave, Every girl sucks dick. Don't let that bitch fool you.
@iCumYouLeave," If he asks, ""what you about to do?"" after y'all get done fucking, you a hoe."
@iDavey," Also. RT ""@ParadoxicalMike"
@iDeepuDJ, I always waste my time on irrelevant bitches! &#128528;
@iDntLuvHoes, All I see on my timeline is
@iDntWearCondoms," ""How I'm a hoe if I only fucked 2 men?"" Bitch cuz they was best friends"
@iDntWearCondoms, &#128514;&#128514;&#128514; RT @baskgod
@iDntWearCondoms, &#128514;&#128514;&#128514;&#128514; RT @MoJizel
@iDntWearCondoms, 0 hoes.
@iDntWearCondoms, A woman never cheated unless a man drove her to do it... Men only cheat for new pussy
@iDntWearCondoms, I don't do nothin for no bitch that she wouldn't do for me
@iDntWearCondoms, I'm missing a few things I really need in my life
@iDntWearCondoms, If I get 30 or more retweets that's proof I get 0 bitches. Let's settle this once and for all
@iDntWearCondoms, If u acted like a hoe after we broke up I'm not wrong for thinking u were a hoe all along
@iDntWearCondoms, If your friend is a hoe u a hoe too. Birds of a feather flock together
@iDntWearCondoms," If your girl see that another girl likes you, her name is ""this bitch"" until further notice."
@iDntWearCondoms, Men only cheat for pussy. Women cheat cuz they think they have 2 soulmates
@iDntWearCondoms, RT if no bitches texting u right now
@iDntWearCondoms, RT if u lost all your bitches
@iDntWearCondoms, Stop respecting women who admit to having a hoe phase
@iDntWearCondoms, Stop stalkin your girl social media u bitch ass nigga
@iDntWearCondoms, Stop wasting texts on bitches who ain't tryna fuck u
@iDntWearCondoms, U a faggot if u heat up leftover pizza
@iDntWearCondoms, U a hoe if you have children and you're still awake
@iDntWearCondoms, Women who need to be put in their place are trash. You are a human not a pet bitch relax
@iDntWearCondoms, Y'all bitches got to stop pushing away the niggas who really care about y'all for these niggas who don't give a fuck
@iDntWearCondoms," Your girl swear u cheating until u fuck a bitch for real then it's ""OMG how could u?!"""
@iDripHeLicks, Why are pussy farts so embarrassing ? &#128514;&#128557;&#128557;
@iEatLightSkins_, Get a girl with good hair . U don't want a bitch that got nappy ass hair . Yo kids gone end up having bb's nigga &#128514;&#128514;&#128514;&#128514;
@iEatLightSkins_, you bitches make everything a relationship goal.
@iFollowLesbians, Lol I have an obsession with smell goods. Candles...plug ins....spray...the smelly good wax thingys...pussy....
@iFricanbabiiesx, Females be 14 acting 18 &#128684;&#128138;. Turning up like they 21 &#127867;&#127864;. Throwing the pussy like they 25 &#128049;&#128166;... But still can't pass Alg&#8230;
@iGBBreezy, Don't wife a hoe &amp; end up like these 2 http
@iGottFanss, Not all black girls are ghetto&#128530;
@iH8TvvitterHoes, I gotta curve these hoes before they have a chance to curve me &#128530; http
@iH8TvvitterHoes, Kim K got bitches thinkin being a hoe is a career with health care benefits
@iH8TvvitterHoes, This was the most racist bitch in the world.. http
@iKatrice, Can I bring another bitch let's have a 3some
@iKayKing, A boyfriend and girlfriend suppose to laugh at these hoes together. A guy should never have these hoes laughing at his girl..&#8230;
@iKickBabies__," Girls favorite line &#128073; ""go talk to yo hoes"" &#128514;&#128514;&#9995;"
@iLGDaily, I'ma get wifey not cunt who spreads legs for anyone. Settle for nothing but the rarest. Difference better you and me lmao
@iLLmak3Ufamous, Touch my swag. Wish you could. RT &#8220;@VizyIsIgnant
@iLikeWGW, retweet for big booty bitches
@iLostMySanity, RT @5EarthQUakE
@iLovedrunkgirls, &#8220;@DseanAssAFool
@iLoveyou_Autumn," Bruhhhhh, I want some Oreos and milk. &#128553;"
@iMDatDudeFish, &#128514;&#128514;&#128514;&#128514; RT @VivaLaKash
@iMGorgeous_HOES, Karmas a bitch &#128514;&#128514;&#128514;?
@iMIKEDUNN," For all you bitches that think you're a ""bad bitch"", please tell that to Rhonda Rousey."
@iOnlyGoRaw, Took this bitch 3 months to put a scarf on smfh http
@iPreferAriPlz," Every time a Black woman says ""oh bitch"", I smile."
@iPrinceChance," Niggas gossip like bitches.. but yet they be the ""realest niggas"" tho? I don't understand.."
@iROiB," When she comes through with the nudes, but they trash, but she got big titties http"
@iRealFrankOcean, It goes from &#8220;babe&#8221; to &#8220;bitch&#8221; &#8220;I love you&#8221; to &#8220;I hate you&#8221; &#8220;I need you&#8221; to &#8220;fuck you&#8221; &#8220;you&#8217;re my everything&#8221; to &#8220;you&#8217;&#8230;
@iRelatesGirl, when that one stupid bitch pops up on your timeline... http
@iRepFrisco," Should've lost in Carolina, in Houston &amp; tonight in St. Louis! #Lucky"
@iSellGreenCards, 1st RT @MsSashaBelle
@iSellGreenCards, You a faggot if you use Uber because real niggas drive drunk
@iSell_Pussy4EBT, This bitch really happy she got 60k followers from getting kicked out of a moving car by her abusive bf and almost dyi&#8230;
@iSoldYoDadDrugs," I hate when people take a picture&#128247; and be like "" don't mind the background "" &#9995; nah bitch imma mind &#128563;"
@iSpeakComedy, Ever stay home from school and look at the clock and say yeah those bitches in math right now
@iStayRadAsShit, &#8220;@1BookieG
@iStonerTweets," if she can roll, wife that bitch."
@iTAT_uPAY," Every females worried about being played, &amp; every nigga worried she a hoe. So nothing but games will b played wit that minds&#8230;"
@i_EaT_PIE, Dame the type of bitch that go to jail to meet men &#128514;&#128514;&#128514; http
@i_GotHoProblems, These bitches don't love nobody &amp; the ho's is for everybody!
@i__pooteD, I wanna watch a nigger made before Christmas
@i__pooteD, There's pussy makeup?
@iadorewomen_, #IfWeDate 
@iadorewomen_," A couple &#128107; is ""A couple"" &#128076; Not ""A couple &amp; one"" &#128107;&#128694; Not ""A couple &amp; some"" &#128107;&#128582;&#128581;&#128129; Not ""A couple &amp; plenty"" &#128107; &#128131;&#128131;&#128131;&#128131;&#128131; No hoes No &#8230;"
@iadorewomen_," ALL Relationships come w/ hatin ass hoes&#128589;, drama&#128074;, jealousy&#128530;, arguments&#128545;.. ALL THAT. Only REAL couples laugh at the shit &#8230;"
@iaintshitbruh, white bitches win again smh &#8220;@trackinBlackKev
@iamKatJohnson, @1inkkofrosess bitch get it how you live &#128514;&#128175;
@iamKatJohnson, RT @1inkkofrosess
@iamMaliachigh, Every bitch with her ass out on Instagram bio be like 
@iamSwagnificant, A real hoe will never let you turn her into a house wife.. She'll let you know what it is before you start catching fe&#8230;
@iamTHATprettyMF, Yall bitches don't know how to be friends &#128514;&#128514; https
@iamTHATprettyMF, them other bitches aint got nothing on me I can tell by how your still fucking with meeeee
,
@iam_KandiRaven," ""You gotta be able to keep a bitch on her feet or she'll be on her knees with the next nigga."""
@iamdjsituation, If I got time to hold my phone the whole time we having sex. Yo pussy Trash
@iamhusk, When you having a girls night and you cooking for ya bitches Ctfu #GhettoGirls https
@iamhusk, lmfaoo RT @G_Coppo
@iamlaryn_," Ego so big I must admit , I got every reason to feel like I'm that bitch &#128522;"
@iamlaryn_, When you hoes gone learn second place don't get a prize?
@iamyaokhari," ""@Tyga"
@iamyaokhari, 500 years of racism and they think nigger hurts my feelings lol. White people are funny.
@ian0012, dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in &#8230;
@ibethathigh_RNS, She called me Mexican is that all she have on me tho? IM A PROUD HISPANIC BITCH sure liked this dick tho hoe.
@iceyy505, I HATE hoe ass people.
@icyunv_shakia, &#8220;@1017_Sqquad Iont got not type ... Bad bitches is the only thing that I like&#8221;
@idontTRUSTem, I will neva sleep on a pussy
@igbanamibani, &#8220;@DevJayAintShit
@iiAK, I hate seeing a nice fee wit a weak nigga .. Be like girl yu retarded r sumn?! Uon know yu cud have me?!
@ijustbeSinginn, I just wanna leave this bitch for a weekend
@ikesizzle, If you hatin you just need some pussy...
@ikesizzle, RT @ericajenee_
@ikesizzle, Trey Songz album is about being a single hoe ass nigga lol
@illWill_Trippy," ""@marcellusrexxx"
@illest_qveen," im sick of bitches , bitching about other bitches &#128530;"
@illesttam," ""go talk to your hoes"" https"
@illi708, the easy way out RT @BiggieBOSSMane While you females calling them hoes asking if they want ketchup with they fries. http
@illroots, The radio is trash.
@iluvdrugz," if a bitch dont act crazy over you , she dont really want you. &#128080;"
@ilywhitesiders, Jacob needs to stop being a little bitch and follow me on Instagram
@imDOPE_GetHigh, @Whackko man some lame niggah when I find him I'm unfollowing TF out his ass!
@imFindDory, lol when bitches tryna chill with me like do u kno who i am? im the mother fuxin Dory hoe I TOUCHED THE BUTT
@imGONZOE, Im hooked on money.. The pussy and weed is just a bonus!
@imGuccinizz, Quit it with that you got hoes shit you ain't got a got damn thanggg witcha ugly ass !!!!!!!
@im_jessicaaaaa, @joytooawesome @vintage_monroe_ eat my pussy&#128539;&#128570;&#128166;&#128166;
@imlovinglucy, - you ain't a bad bitch if you got bad habits !!! .
@imnussie, I kno u wanna roll w/ a bitch like me!
@imtiaralesha_, i never had a nigga taken from me &#128564;&#128514; . in order to take him from me he must not return &#128526;&#128520;&#128541; . keep that in mind bitch &#128129;
@indykaila, Exclusive
@infidelpamelaLC, Mahammad was a bitch. Cause I said so. http
@inkMEhoe, Craziest bitches got the best pussy.....
@inkoverhoes, Ugly bitches like to argue a lot.
@inmysexdreams, I love black shoes cause I can match them with anything but I also need some colored shoes
@intelwire," Significant number of US tweets were Americans flipping the bird to IS. UK, not so much."
@intelwire," Twitter is suspending the shit out of IS, multiple iterations of new regional accounts opening today and suspended within ho&#8230;"
@iowahawkblog," ""I love cripples! Look at all these fucking cripples! Goddamit I'm a people person!"" https"
@iowahawkblog," If you call a player a ""pussy"" when he's sidelined by concussion, and a ""low class"" when he trash talks, you might be a f&#8230;"
@iowahawkblog, Whatta co-inky-dink
@ireland_roseee, @savanigga half of it will be about how you became ghetto in Compton.
@irielee12, @drrrruuuu @Victoria_Finae ayyy what fags
@isaidthatshit, LMFAOOOOOOOOOOOOOOOO RT @2ChainzLyrics
@isminiHoran, &#8220;i&#8217;m running like a bitch&#8221;
@isneeze_Glitter," if you ate my pussy, don't ever try to disrespect me . Fck nigga i fed you &#9995;"
@ispeak_sarcasms," I hate girls that be like "" I can't talk to you you got too many hoes.."" Bitch where ya competitive spirit at??"
@ispeak_sarcasms," Niggas expect you to pull this out when they ask ""where the hoes at"" http"
@ispeak_sarcasms, the nigga with no future always have the most hoes..
@it_itt, @docrocktex26 doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. @AfricanPrinces&#8230;
@itsDC_2x," ""Just texted my phone, this bitch just blew my high!"""
@itsDC_2x, Rihanna is currently dropping bombs on you bitches!
@itsDeSha__," give me head &amp; kiss yo bitch , you a ill nigga !"
@itsDeSha__, hickeys hurt I don't see how people always have them hoes .
@itsDeSha__, when you @ a bitch they never talking bout you all of a sudden &#128514;
@itsDonLeach, You're still a pussy @BarackObama
@itsDorry, Attractive girls are always the most insecure... &#128589;
@itsDorry, just seen this little yellow nigga who lives in a pineapple.....
@itsDorry, maybe all these fake bitches will pretend to be real for halloween
@itsDorry, school doesnt even test your intelligence it tests ur memory...
@itsMeekMill, Unloyal girls turn good guys into assholes. And unloyal guys turn good women into bitches.
@itsSamCollins," I hate seeing people with money spend it on stupid shit, you don't need 11 TVs &amp; a shark tank you twat"
@itsTylerStarr, If we date&#128143;&#10084;&#65039;
@itsclaribelyo, Swag fags are now hibernating because great America and Christmas in the park are both closed. &#128514;
@itscoleharmon_,11
@itscoleharmon_, Birth Control should be mandatory for some of you hoes
@itscoleharmon_," Guys at parties be screaming ""these hoes ain't loyal"" but they drunk &amp; cheating on they gf with a girl who look like Ra&#8230;"
@itscoleharmon_, Top 3 Lies girls tell on twitter
@itscoleharmon_," s/o to all those girls who are curled up in a ball in their bed waiting for that goodnight text. go to sleep bitch, he &#8230;"
@itscoleharmon_, you bitches with A cup boobs need to stop wasting money on bras and just buy some tank tops like the rest of the homies.
@itsdavedude, cant just tell me anything bitch im one click away from google at all times
@itsjustshay__, i swear i care bout everything but these bitches &#128080;
@itskingdee, @1inkkofrosess fuck them hoes! I have bigger problems like do you cook at your house lol
@itskingdee, @1inkkofrosess fuck them hoes! I have bigger problems like do you ever cook at your house lmao
@itslenyybitch, LOL what a fake bitch
@itsqwan_DUH," Vibing with my bitches ,on this &#9981;&#65039; feeling good &#128076;&#127811;&#128168; #SlowJams #NeverADullMoment #WithTheseBitches &#128540; @_LiYAHM0NE @imangie_&#8230;"
@itssJayda, &#8220;@uce_INA
@itssylviaplath," I wanted change and excitement and to shoot off in all directions myself, like the colored arrows from a Fourth of July&#8230;"
@iv9801, Charlie Sheen engaged to porn star http
@ivanrabago_, @InfamousCoryOG @_WhitePonyJr_ @EakaErick there's only like one retarded fucking beaner that does and he's a stupid ass ex&#8230;
@ivanrabago_, @Woody_AFC fucking faggot
@ivanrabago_, @staycoolwheels @Studhardt22 Joshua is a faggot. Just suspend him on those grounds
@j0shlegend," Why is it always the bitches with no money, no job... no contribution to anything financial that have the highest standards&#8230;"
@jaaaayr, pretty bitch is always comin thru &#9786;
@jaaayLENo, Dese hoes aint loyal @ Wal-Mart #TeamIgnant #hoodcomedy #flytv #LOLATL &#128514;&#128514;&#128514;&#128514; bruh https
@jaaay_guevara, Join me for 8's no fucks given join bitch @WeakndMLG @CoDGhostsScrims @ShawnAbner
@jackiengvyen, All talk blahblah bye bitch
@jacksondundan," Ever look at a bitch tweet and was like ""Bitch Stfu""? &#128514;&#128514;"
@jackwadeshow, Funny how Rick Scott accuses Charlie Crist of changing his positions on everything. Rick's positions are dictated by corp&#8230;
@jade_vidal, Everyday I turn more into a cold heartless bitch.
@jadefiree, trigger finger keep my pussy wet? no thanks
@jadenleAnn, @22EdHam hit that bitch with a bottle
@jaimescudi_," Niggaaaaaa, why these bitches trip so hard over a nigga? When will they realize they're gonna grow up &amp; regret the fool?"
@jakeburnsmfc, @staycoolwheels @BloggerBoxing because hillbillies like sports to...
@jakemoneyzz, Leavin no hope for these hoes
@jakesiwy, @Ryan_Murphy3 http
@jakesiwy, @bhasfurter pussy
@jama_jam, I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol
@jama_jam, You gotta be straight forward with hoes ... Tell them what you want from jump ...
@jamiedupree, Vice President Biden &amp; his wife are in Florida today to stump for Democrat Charlie Crist in his bid for Governor
@janbaloch45, Pakistani Christian Couple burnt alive in Kasur Punjab http
@janesports," As NFL reportedly asks bird-flipping M.I.A. for another $15M, let's revisit @SarahSpain's column on ridiculousness"
@jarieVee_, 24. Her. When we found her she was so sloppy and I tried to drag her to the car. She was fighting back and the bitch was hea&#8230;
@jarieVee_," 28. Basically, you can't be bold and be a hoe at the same time."
@jasminee_gamboa, hoes will be hoes .
@jaunthegoat, Lost my erection and found it in your girlfriends pussy
@jaxx_staxx, &#8220;@baranosky_
@jay_gee24, Damn it wigga &#128514;&#128514;&#128514;&#128514;
@jay_ibarra95, Your tweets remind me of the times when we did the Oreo milkshake runs @ 1am in the morning !! &#128514;&#128557;&#128557;&#128557; @Vikyfdez15
@jaylynnkoliba, @TonyJRodriguez imma get my crew on dis fuckin fag #3hunnad real talk nigga #turn up
@jaymesshaylan, fuuck jalens a slow bitch!
@jaynovel, Real RT @JRUIZ__
@jazzy_luvvs_you, Chantel isn't a side hoe bc apparently she's lesbian. IM DONE WITH LIFE. All these months hating her for no reason.
@jballinbutts420, @Jamie_Caudillo you're retarded enough to be both. But atleast I have a date to bring you on for your birthday&#10084;&#65039;&#128535;
@jburnone, Cheating ain't no accident hoe!
@jcal__, &#8220;@BlessedMannie
@jcash___, Bradshaw ain't no hoe
@jcope12003," @RealNoth @msmansk are you kidding? #boycottCriminalIntent just lost my fave program. Take a belt to THAT, bitch."
@jdollasignnn, @16stanleys &#128514;&#128514;&#128514;&#128514; I'm so weak! Ima go stalk him now lmfao! U lucky bitch &#128557;&#128148;&#128553;&#128514;
@jeffgallardo9, &#8220;@Sonali1123
@jemelehill, Just saw Dawn of The Planet of the Apes. One of the better moves I've seen this year. I didn't know if I wanted the apes or&#8230;
@jenebooks," @WhistGoddess i was about to be like ""r u queer"" but c'mon Jen do u even need to ask"
@jenebooks, I feel a lot of ppl trash talking indie for all sounding the same but i think any genre you're not v into tends to sound th &#8230;
@jennaferjenbub, &#8220;@BarryClerjuste
@jennakimjones," Dear Oreo, What's this I hear about a Watermelon flavor? KEEP YOUR FAKE FRUIT FLAVOR OUT OF MY CRISCO SANDWICHES!!! Love&#8230;"
@jenny_barajas, &#8220;@FazeyBaby
@jennydigi, @thotpockets &#9995;&#11088;&#65039;bitch
@jeremiahKOEking, Not every female is a TROPHY&#127942;&#128525;&#128588; some of y'all hoes are just Certificates of Completion!&#128221;&#128195;&#128530;
@jerrilyn71," ""@HistoryGoon"
@jerrilyn71," ""@HistoryGoon"
@jerseywolfgod," I don't want the pussy if it makes me want to pay your bills and not sleep my Sunday mornings away, don't ruin my life."
@jesscorsonCLE, Does anyone know of a good pet sitter in #CLE/Northeast Ohio? Specifically cats &amp; birds. Thanks! #CLEpets #neo #clevelan&#8230;
@jessielee1028, @Hawkdaddy300 @GavinMHawks21 @Ur_Boy_George yeah I don't think that's okay...Fuckin drop it. You shouldn't even joke abo&#8230;
